study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,text_2.stopped,textbox.stopped,text_3.stopped,mouse.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
book,13,13,0,1.4686192468619246,0.4561314999955357,,,,,,,,,,,,0,13,13,0,,,,,10.62318249999953,,10.617019541001355,10.62318249999953,10.62318249999953,11.082095875004597,1.4686192468619246,0.4561314999955357,,,,,,,,,,,,,,,,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
board,14,14,0,1.4686192468619246,0.7723943750024773,,,,,,,,,,,,0,14,14,4,,,,,11.09067316599976,,11.084552833002817,11.09067316599976,11.09067316599976,11.865515124998637,1.4686192468619246,0.7723943750024773,,,,,,,,,,,,,,,,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,0,0,0,,,_ou_e,mouse,old,"mouse
","[np.float64(-0.1087866108786611), np.float64(-0.07531380753138076)]","[np.float64(-0.33158995815899583), np.float64(-0.2918410041841004)]","[1, 1]","[0, 0]","[0, 0]","[5.2835329590016045, 5.867383250006242]","[None, 'text_3']",,,,,0,0,0,3,11.881821291004599,,,,,,,,11.873536666003929,11.881821291004599,11.881821291004599,11.881821291004599,0.007999542001925875,17.74107683300099,"mouse
","[np.float64(-0.1087866108786611), np.float64(-0.07531380753138076)]","[np.float64(-0.33158995815899583), np.float64(-0.2918410041841004)]","[1, 1]","[0, 0]","[0, 0]","[5.2835329590016045, 5.867383250006242]","[None, 'text_3']",,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,1,1,0,,,_ha_t,Chart,old,chart,[np.float64(0.09205020920502092)],[np.float64(-0.3043933054393305)],[1],[0],[0],[4.663935916003538],['text_3'],,,,,0,1,1,1,17.751620625000214,,,,,,,,17.743033291000756,17.751620625000214,17.751620625000214,17.751620625000214,0.0017948329987120815,22.4071302500015,chart,[np.float64(0.09205020920502092)],[np.float64(-0.3043933054393305)],[1],[0],[0],[4.663935916003538],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,2,2,0,,,_o_rd,Board,old,board,[np.float64(0.09100418410041841)],[np.float64(-0.303347280334728)],[1],[0],[0],[6.51568545900227],['text_3'],,,,,0,2,2,10,22.432698165997863,,,,,,,,22.409162166004535,22.432698165997863,22.432698165997863,22.432698165997863,0.0019373339964658953,28.925014000000374,board,[np.float64(0.09100418410041841)],[np.float64(-0.303347280334728)],[1],[0],[0],[6.51568545900227],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,3,3,0,,,_ru_s_,Cruise,old,,[],[],[],[],[],[],[],,,,,0,3,3,6,28.93524241600244,,,,,,,,28.9272194160003,28.93524241600244,28.93524241600244,28.93524241600244,0.0021114999981364235,38.92239879100089,,[],[],[],[],[],[],[],38.93197079100355,38.93197079100355,38.93197079100355,9.997151249997842,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,4,4,0,,,P_st_r,Poster,old,poster,[np.float64(0.0198744769874477)],[np.float64(-0.29811715481171547)],[1],[0],[0],[9.817068083000777],['text_3'],,,,,0,4,4,9,38.93197079100355,,,,,,,,38.92420254099852,38.93197079100355,38.93197079100355,38.93197079100355,-0.0009079580049728975,48.74145995800063,poster,[np.float64(0.0198744769874477)],[np.float64(-0.29811715481171547)],[1],[0],[0],[9.817068083000777],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,5,5,0,,,c_s_io_,Cushion,old,cussion,[np.float64(0.02405857740585774)],[np.float64(-0.30962343096234307)],[1],[0],[0],[4.862799082999118],['text_3'],,,,,0,5,5,14,48.75262258300063,,,,,,,,48.74440754100215,48.75262258300063,48.75262258300063,48.75262258300063,0.0027584169947658665,53.607422458000656,cussion,[np.float64(0.02405857740585774)],[np.float64(-0.30962343096234307)],[1],[0],[0],[4.862799082999118],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,6,6,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.02301255230125523)],[np.float64(-0.3148535564853556)],[1],[0],[0],[3.6736849160006386],['text_3'],,,,,0,6,6,0,53.618491916000494,,,,,,,,53.60985291600082,53.618491916000494,53.618491916000494,53.618491916000494,0.0023015839979052544,57.28376329100138,laptop,[np.float64(0.02301255230125523)],[np.float64(-0.3148535564853556)],[1],[0],[0],[3.6736849160006386],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,7,7,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.02301255230125523)],[np.float64(-0.3075313807531381)],[1],[0],[0],[5.270145249996858],['text_3'],,,,,0,7,7,18,57.297104375000345,,,,,,,,57.286793915998715,57.297104375000345,57.297104375000345,57.297104375000345,0.002883415996620897,62.557159500000125,bottle,[np.float64(0.02301255230125523)],[np.float64(-0.3075313807531381)],[1],[0],[0],[5.270145249996858],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,8,8,0,,,P_s_r_,Pastry,old,pastery,[],[],[],[],[],[],[],,,,,0,8,8,4,62.58349979099876,,,,,,,,62.5594780829997,62.58349979099876,62.58349979099876,62.58349979099876,0.002217332999862265,72.56067587500002,pastery,[],[],[],[],[],[],[],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,9,9,0,,,c_s_,Case,old,case,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.4615253750016564],['text_3'],,,,,0,9,9,5,72.56953433300077,,,,,,,,72.56230266600323,72.56953433300077,72.56953433300077,72.56953433300077,0.005033791996538639,76.0239863329989,case,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.4615253750016564],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,10,10,0,,,_oo_,Book,old,cool,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.2317793750044075],['text_3'],,,,,0,10,10,13,76.0495878330039,,,,,,,,76.0259133330037,76.0495878330039,76.0495878330039,76.0495878330039,0.001836374998674728,79.25790158299787,cool,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.2317793750044075],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,11,11,0,,,_ho_e,Phone,old,phone,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[9.74778254100238],['text_3'],,,,,0,11,11,12,79.26983708300395,,,,,,,,79.260425708002,79.26983708300395,79.26983708300395,79.26983708300395,0.0024218749967985786,89.00845441599813,phone,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[9.74778254100238],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,12,12,0,,,v_s_,Vase,new,vase,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[2.4782682080040104],['text_3'],,,,,0,12,12,17,89.02169054099795,,,,,,,,89.01309470800334,89.02169054099795,89.02169054099795,89.02169054099795,0.0045147499986342154,91.49158587500278,vase,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[2.4782682080040104],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,13,13,0,,,P_li_e,Police,old,police,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.047975207999116],['text_3'],,,,,0,13,13,7,91.50286204100121,,,,,,,,91.49379408299865,91.50286204100121,91.50286204100121,91.50286204100121,0.0021065830005682074,94.54199041600077,police,[np.float64(0.02615062761506276)],[np.float64(-0.3117154811715481)],[1],[0],[0],[3.047975207999116],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,14,14,0,,,_a_bl_,Marble,old,,[],[],[],[],[],[],[],,,,,0,14,14,11,94.55357333300344,,,,,,,,94.54423187499924,94.55357333300344,94.55357333300344,94.55357333300344,0.0021280410001054406,104.53985100000136,,[],[],[],[],[],[],[],104.54990800000087,104.54990800000087,104.54990800000087,9.997576125002524,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,15,15,0,,,c_m_ra,Camera,new,camera,[np.float64(0.06380753138075314)],[np.float64(-0.27824267782426776)],[1],[0],[0],[7.232214541996655],['text_3'],,,,,0,15,15,19,104.54990800000087,,,,,,,,104.54153512500488,104.54990800000087,104.54990800000087,104.54990800000087,-0.0005744169975514524,111.77392095800315,camera,[np.float64(0.06380753138075314)],[np.float64(-0.27824267782426776)],[1],[0],[0],[7.232214541996655],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,16,16,0,,,K_y_,Keys,old,keys,[np.float64(0.06276150627615062)],[np.float64(-0.3075313807531381)],[1],[0],[0],[4.016329666999809],['text_3'],,,,,0,16,16,8,111.78225637500145,,,,,,,,111.77517370800342,111.78225637500145,111.78225637500145,111.78225637500145,0.0011675830028252676,115.79171670800133,keys,[np.float64(0.06276150627615062)],[np.float64(-0.3075313807531381)],[1],[0],[0],[4.016329666999809],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,17,17,0,,,ta_l_,Table,new,table,[np.float64(0.06276150627615062)],[np.float64(-0.3075313807531381)],[1],[0],[0],[3.672661791999417],['text_3'],,,,,0,17,17,15,115.80386291600007,,,,,,,,115.79476124999928,115.80386291600007,115.80386291600007,115.80386291600007,0.0027176670046173967,119.46771870800148,table,[np.float64(0.06276150627615062)],[np.float64(-0.3075313807531381)],[1],[0],[0],[3.672661791999417],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,18,18,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.036610878661087864)],[np.float64(-0.2824267782426778)],[1],[0],[0],[8.686584916998981],['text_3'],,,,,0,18,18,16,119.48074904100213,,,,,,,,119.47092358300142,119.48074904100213,119.48074904100213,119.48074904100213,0.003066707999096252,128.15777399999934,pencil,[np.float64(0.036610878661087864)],[np.float64(-0.2824267782426778)],[1],[0],[0],[8.686584916998981],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
,19,19,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.04184100418410042)],[np.float64(-0.3064853556485356)],[1],[0],[0],[5.481765540993365],['text_3'],,,,,0,19,19,2,128.18387341600464,,,,,,,,128.15986737500498,128.18387341600464,128.18387341600464,128.18387341600464,0.0019864999994751997,133.64190600000438,tshirt,[np.float64(0.04184100418410042)],[np.float64(-0.3064853556485356)],[1],[0],[0],[5.481765540993365],['text_3'],,,,,1,001,2025-10-16_11h01.25.506,WordPriming,,2025.1.1,120.70540285195403,2025-10-16 11h01.32.722808 +0530,
